mes,id_estudiante,programa,edad,estrato,trabaja,promedio_anterior,horas_estudio_semana,asistencia_pct,nota_final
6,M06-088,Electrica,24,2,0,3.52,6.8,84.3,3.18
6,M06-089,Sistemas,26,4,0,3.39,6.0,80.8,3.23
6,M06-090,Industrial,30,2,0,4.21,9.3,82.6,4.24
6,M06-091,Electrica,29,1,0,3.72,11.2,82.6,3.74
6,M06-092,Civil,29,4,1,4.28,5.3,74.2,3.63
6,M06-093,Sistemas,28,5,1,3.68,12.1,70.4,3.25
6,M06-094,Electrica,31,4,1,2.85,5.6,93.3,3.14
6,M06-095,Civil,29,2,0,3.78,10.5,88.8,3.14
6,M06-096,Civil,31,2,1,3.47,1.6,46.3,2.03
6,M06-097,Electrica,29,3,0,3.63,19.7,87.8,5.0
6,M06-098,Sistemas,30,2,1,4.15,6.4,75.6,3.53
6,M06-099,Industrial,26,4,0,3.38,9.4,90.5,3.21
6,M06-100,Sistemas,28,4,1,4.48,11.8,79.2,4.59
6,M06-101,Sistemas,24,5,0,3.85,2.8,78.2,2.67
6,M06-102,Electrica,30,2,0,4.14,2.9,77.4,3.82
6,M06-103,Industrial,28,3,1,3.28,2.0,79.1,2.65
6,M06-104,Electrica,27,3,1,3.54,1.3,97.5,2.87
6,M06-105,Sistemas,28,6,0,3.37,13.8,75.9,2.87
6,M06-106,Industrial,31,2,1,4.15,3.3,85.7,3.35
6,M06-107,Industrial,29,4,0,3.96,4.8,99.3,3.42
6,M06-108,Electrica,27,4,0,2.64,24.6,87.3,3.89
6,M06-109,Civil,36,4,1,3.34,9.5,95.9,3.1
6,M06-110,Industrial,27,3,0,3.69,3.3,88.9,3.34
6,M06-111,Electrica,27,3,1,3.84,10.0,73.2,3.55
6,M06-112,Sistemas,21,2,0,3.46,3.5,72.4,2.78
6,M06-113,Electrica,28,4,1,3.72,9.1,83.8,3.03
6,M06-114,Sistemas,24,3,1,3.87,7.3,73.6,3.11
6,M06-115,Sistemas,27,6,1,3.28,4.7,78.1,2.47
6,M06-116,Sistemas,30,2,0,4.14,12.1,82.2,3.64
6,M06-117,Industrial,25,1,0,3.49,4.4,85.6,3.35
6,M06-118,Electrica,28,1,0,4.15,4.5,77.6,2.99
6,M06-119,Electrica,28,4,0,3.97,7.1,92.8,3.96
6,M06-120,Sistemas,28,2,1,4.14,6.4,65.8,3.23
6,M06-121,Sistemas,38,2,1,3.68,1.9,67.5,2.93
6,M06-122,Sistemas,22,3,0,3.88,3.5,95.0,3.94
6,M06-123,Industrial,32,2,1,3.63,0.9,70.9,1.78
6,M06-124,Sistemas,33,1,1,4.11,3.3,97.1,3.38
6,M06-125,Electrica,28,3,0,2.96,7.7,87.9,3.31
6,M06-126,Sistemas,29,3,0,3.98,3.4,87.5,2.99
6,M06-127,Industrial,31,1,1,3.31,0.5,86.4,2.74
6,M06-128,Industrial,26,3,1,3.77,1.1,92.9,3.29
6,M06-129,Sistemas,29,3,1,2.82,6.3,100.0,2.17
6,M06-130,Civil,21,3,1,3.79,4.9,86.7,3.05
6,M06-131,Sistemas,25,4,1,3.3,4.8,78.7,2.56
6,M06-132,Sistemas,27,4,0,3.3,12.3,70.7,3.61
6,M06-133,Electrica,30,2,0,3.77,6.9,100.0,3.99
6,M06-134,Sistemas,32,3,0,3.46,16.5,93.1,3.26
6,M06-135,Sistemas,24,1,0,3.18,10.1,90.1,3.37
6,M06-136,Sistemas,33,3,1,3.72,3.5,71.1,3.13
6,M06-137,Industrial,21,6,0,4.28,4.4,82.5,3.53
6,M06-138,Sistemas,21,4,0,4.24,15.8,81.7,3.93
6,M06-139,Sistemas,31,3,1,3.33,6.1,78.2,2.91
6,M06-140,Civil,28,3,1,3.22,19.2,63.6,3.39
6,M06-141,Electrica,30,3,0,3.42,6.1,90.8,3.22
6,M06-142,Industrial,26,4,1,4.24,10.2,77.1,3.65
6,M06-143,Sistemas,24,2,0,3.25,1.9,72.4,2.72
6,M06-144,Industrial,29,4,1,3.7,2.4,81.0,2.75
6,M06-145,Sistemas,30,5,1,3.46,0.5,73.5,2.7
6,M06-146,Industrial,33,4,0,2.72,6.1,94.6,2.3
6,M06-147,Civil,31,1,0,3.7,11.1,84.0,3.29
6,M06-148,Industrial,28,1,0,3.64,9.7,75.3,4.07
6,M06-149,Electrica,21,3,1,2.6,3.0,62.8,2.34
6,M06-150,Electrica,33,1,0,3.61,10.0,85.2,4.09
6,M06-151,Industrial,28,3,0,3.5,17.7,80.0,3.89
6,M06-152,Sistemas,21,4,0,3.49,10.2,78.1,2.74
6,M06-153,Civil,21,2,0,3.88,8.7,78.5,3.97
6,M06-154,Electrica,41,1,1,2.41,2.3,88.7,1.95
6,M06-155,Civil,29,5,1,3.58,5.1,90.4,3.23
6,M06-156,Industrial,28,4,0,3.92,4.1,68.4,3.13
6,M06-157,Industrial,33,2,1,2.83,13.1,80.6,3.09
6,M06-158,Electrica,23,2,1,3.0,0.7,79.4,2.2
6,M06-159,Sistemas,31,5,1,3.85,5.7,71.7,2.91
6,M06-160,Civil,28,2,1,4.28,1.4,84.7,2.81
6,M06-161,Industrial,21,3,1,3.39,5.7,80.6,3.18
6,M06-162,Sistemas,29,4,1,4.21,4.9,85.9,3.54
6,M06-163,Electrica,22,3,1,3.54,4.6,80.5,2.81
6,M06-164,Sistemas,24,1,0,4.48,12.9,88.7,4.39
6,M06-165,Industrial,30,5,1,3.64,10.8,94.8,3.42
6,M06-166,Sistemas,30,2,0,4.44,21.1,96.2,4.8
6,M06-167,Electrica,22,4,0,3.39,10.5,88.3,4.26
6,M06-168,Civil,24,3,0,3.56,6.1,91.1,3.72
6,M06-169,Sistemas,28,3,0,4.02,11.1,100.0,3.92
6,M06-170,Civil,30,4,1,3.73,10.4,87.7,3.33
6,M06-171,Sistemas,25,5,0,4.75,9.1,71.8,4.52
6,M06-172,Industrial,21,2,0,3.24,7.6,67.1,3.65
6,M06-173,Sistemas,30,2,1,4.25,6.4,80.3,3.35
6,M06-174,Civil,31,4,0,3.97,9.7,77.1,3.76
6,M06-175,Civil,33,2,0,4.17,17.1,85.3,4.75
6,M06-176,Industrial,29,1,0,3.26,9.9,86.1,3.58
6,M06-177,Electrica,25,2,0,3.86,4.7,100.0,3.69
6,M06-178,Electrica,23,6,0,3.97,3.7,80.7,3.47
6,M06-179,Sistemas,28,5,0,3.62,4.6,100.0,3.32
6,M06-180,Sistemas,37,4,0,4.35,11.2,91.2,4.04
6,M06-181,Sistemas,28,4,0,3.28,9.2,72.7,3.29
6,M06-182,Industrial,31,1,0,3.61,7.7,82.4,3.53
6,M06-183,Industrial,25,3,0,3.68,10.6,97.7,3.92
6,M06-184,Industrial,42,2,1,4.27,13.6,87.4,3.9
6,M06-185,Electrica,29,6,0,3.72,8.4,84.4,2.8
6,M06-186,Civil,35,4,0,3.58,8.1,79.3,3.76
6,M06-187,Civil,26,4,0,3.78,4.5,86.7,3.73
6,M06-188,Sistemas,22,2,1,3.44,1.6,76.3,2.43
6,M06-189,Electrica,34,5,1,3.48,11.9,78.0,3.48
6,M06-190,Civil,31,3,0,3.64,2.0,68.0,2.93
6,M06-191,Electrica,26,3,0,3.49,5.6,100.0,3.49
6,M06-192,Electrica,27,4,1,2.81,14.0,82.4,2.88
6,M06-193,Sistemas,32,4,0,3.54,4.6,72.9,2.64
6,M06-194,Industrial,29,3,1,3.54,1.7,95.9,3.23
6,M06-195,Sistemas,40,4,0,3.5,4.4,70.6,3.41
6,M06-196,Sistemas,32,5,0,3.64,8.2,87.5,3.68
6,M06-197,Sistemas,30,3,0,3.1,9.1,81.7,2.86
6,M06-198,Industrial,21,4,1,2.93,4.3,73.6,2.39
6,M06-199,Civil,28,3,0,3.36,9.2,88.7,3.71
6,M06-200,Sistemas,26,3,1,3.46,5.2,80.5,2.98
6,M06-201,Industrial,29,6,0,3.63,10.0,86.3,2.75
6,M06-202,Electrica,26,2,1,3.61,2.7,92.0,2.64
6,M06-203,Sistemas,32,3,0,3.96,20.9,85.4,4.4
6,M06-204,Sistemas,32,2,0,4.27,12.3,87.4,4.06
6,M06-205,Sistemas,35,4,1,3.77,15.2,75.2,3.87
6,M06-206,Industrial,28,5,0,3.55,16.7,86.7,4.05
6,M06-207,Industrial,35,2,0,3.5,3.9,86.6,3.19
6,M06-208,Industrial,26,4,1,4.16,11.8,88.7,4.25
6,M06-209,Sistemas,35,1,1,3.77,10.1,82.1,3.15
6,M06-210,Sistemas,26,2,0,3.6,8.6,72.0,3.32
6,M06-211,Industrial,21,3,1,3.53,3.3,83.9,2.86
6,M06-212,Industrial,31,3,0,4.75,7.3,82.2,3.96
6,M06-213,Sistemas,23,3,0,3.68,6.1,98.7,2.85
6,M06-214,Sistemas,26,5,1,4.34,4.2,86.6,4.18
6,M06-215,Sistemas,27,1,1,3.93,9.5,85.0,4.02
6,M06-216,Electrica,27,3,0,3.48,12.1,91.5,3.71
6,M06-217,Industrial,33,3,0,3.87,5.0,86.6,3.33
6,M06-218,Industrial,25,3,0,4.05,8.8,92.8,4.18
6,M06-219,Sistemas,25,5,0,2.84,10.4,81.3,3.34
6,M06-220,Sistemas,29,2,0,3.49,8.1,90.6,3.45
6,M06-221,Sistemas,34,2,1,3.12,11.2,94.4,3.39
6,M06-222,Industrial,24,3,0,3.43,28.8,100.0,4.88
6,M06-223,Civil,30,3,0,3.84,14.6,82.6,4.29
6,M06-224,Electrica,23,3,0,3.92,6.8,81.9,3.81
6,M06-225,Civil,21,3,1,3.18,11.6,81.0,2.52
6,M06-226,Electrica,29,2,0,4.5,19.6,90.5,4.88
6,M06-227,Electrica,27,2,1,3.11,8.4,66.9,3.22
6,M06-228,Electrica,29,3,0,3.41,7.5,87.1,3.31
6,M06-229,Industrial,24,2,1,3.39,3.5,75.5,2.46
6,M06-230,Sistemas,30,5,1,4.28,3.2,65.6,3.37
6,M06-231,Civil,27,3,0,3.32,6.9,78.0,2.92
6,M06-232,Sistemas,31,2,0,4.19,7.7,93.1,4.06
6,M06-233,Industrial,29,2,1,3.56,6.5,81.6,3.04
6,M06-234,Industrial,21,4,0,3.69,14.7,84.4,4.16
6,M06-235,Sistemas,27,2,0,3.55,11.4,100.0,4.42
6,M06-236,Industrial,22,3,1,2.23,13.1,61.7,2.19
6,M06-237,Electrica,26,3,0,2.59,12.8,90.5,3.62
6,M06-238,Industrial,32,3,1,4.29,6.0,88.4,3.89
6,M06-239,Sistemas,26,5,0,4.03,12.9,77.3,4.3
6,M06-240,Industrial,31,5,1,3.64,9.2,92.1,3.01
6,M06-241,Sistemas,29,5,0,4.28,9.6,96.7,4.31
6,M06-242,Civil,21,4,1,3.23,4.1,78.4,1.98
6,M06-243,Civil,30,5,0,4.33,16.2,77.3,4.48
6,M06-244,Sistemas,28,3,0,3.59,11.6,96.3,4.2
6,M06-245,Electrica,33,3,0,3.33,5.3,94.6,3.05
6,M06-246,Industrial,26,4,0,3.95,5.4,88.6,3.65
6,M06-247,Electrica,21,5,0,3.07,9.1,88.2,2.4
6,M06-248,Sistemas,29,5,1,3.0,11.1,73.4,2.82
6,M06-249,Sistemas,25,3,0,3.02,6.7,90.1,2.88
6,M06-250,Sistemas,27,3,0,4.81,16.6,79.1,4.32
6,M06-251,Sistemas,27,3,1,3.64,0.5,77.5,2.57
6,M06-252,Industrial,23,2,0,3.75,10.0,71.5,4.04
6,M06-253,Sistemas,29,5,0,4.15,4.8,79.3,3.13
6,M06-254,Sistemas,21,3,0,2.95,6.2,80.2,3.11
6,M06-255,Industrial,25,3,0,3.42,13.3,93.5,3.47
6,M06-256,Sistemas,23,5,0,3.85,6.5,89.5,3.51
6,M06-257,Sistemas,25,3,0,3.2,12.7,88.4,3.64
6,M06-258,Industrial,31,2,0,3.51,9.9,100.0,3.25
6,M06-259,Sistemas,27,2,0,3.65,5.5,84.7,3.17
6,M06-260,Industrial,21,2,1,3.12,10.2,73.1,2.79
6,M06-261,Industrial,28,2,1,2.86,4.1,81.2,2.35
6,M06-262,Electrica,32,2,0,4.42,8.7,84.4,3.68
6,M06-263,Sistemas,27,4,0,3.94,2.3,75.3,3.52
6,M06-264,Sistemas,22,3,0,3.25,3.6,82.5,2.56
6,M06-265,Industrial,38,3,0,4.57,16.3,99.1,4.49
6,M06-266,Sistemas,30,3,0,4.32,10.4,78.4,3.9
6,M06-267,Sistemas,29,4,0,3.34,7.4,84.6,3.25
6,M06-268,Sistemas,29,3,0,4.26,4.6,87.9,4.02
6,M06-269,Sistemas,21,4,1,3.45,13.4,79.5,3.8
6,M06-270,Sistemas,30,3,0,3.64,5.6,85.4,3.0
6,M06-271,Electrica,21,3,0,3.55,4.1,84.7,3.36
6,M06-272,Sistemas,29,3,0,4.52,20.7,90.3,4.97
6,M06-273,Electrica,29,4,0,3.24,15.5,90.4,3.49
6,M06-274,Sistemas,34,3,0,4.54,9.1,89.7,3.89
6,M06-275,Civil,28,3,0,4.28,9.6,95.5,4.11
6,M06-276,Sistemas,31,1,0,2.83,10.6,77.0,3.03
6,M06-277,Sistemas,22,5,0,3.78,6.3,90.8,3.34
6,M06-278,Civil,30,2,0,3.85,9.8,94.1,3.72
6,M06-279,Sistemas,26,2,0,4.18,16.9,87.9,4.69
6,M06-280,Electrica,25,2,1,4.06,12.3,70.4,3.63
6,M06-281,Civil,31,2,0,3.9,8.1,89.6,2.69
6,M06-282,Electrica,22,3,1,3.75,5.5,90.5,2.89
6,M06-283,Sistemas,24,3,0,2.88,4.0,92.2,3.05
6,M06-284,Sistemas,21,5,0,3.87,6.9,79.3,3.42
6,M06-285,Electrica,21,2,0,4.47,6.4,80.9,4.42
6,M06-286,Industrial,23,3,0,3.91,5.4,91.1,3.25
6,M06-287,Industrial,23,4,1,3.77,3.1,82.0,3.4
6,M06-288,Sistemas,31,4,0,3.73,4.3,78.9,3.01
6,M06-289,Civil,29,2,0,3.02,4.8,75.1,2.45
6,M06-290,Sistemas,25,4,0,3.85,6.8,67.5,3.5
6,M06-291,Industrial,25,2,0,3.6,9.3,91.8,4.13
6,M06-292,Sistemas,30,3,0,3.62,4.3,82.0,3.27
6,M06-293,Civil,31,2,1,3.65,0.7,85.1,2.47
6,M06-294,Industrial,24,3,0,3.66,13.1,82.2,3.33
6,M06-295,Electrica,34,1,0,3.16,16.7,88.6,3.72
6,M06-296,Industrial,27,3,1,4.04,6.4,84.4,3.69
6,M06-297,Electrica,33,4,0,3.4,7.5,88.8,3.97
6,M06-298,Civil,32,1,1,3.67,3.7,69.3,2.65
6,M06-299,Civil,27,2,0,3.6,9.2,87.4,3.7
6,M06-300,Electrica,27,3,0,5.0,16.6,95.1,4.98
7,M07-001,Sistemas,22,4,0,4.34,4.8,87.3,3.98
7,M07-002,Industrial,31,1,0,4.05,8.7,93.6,3.93
7,M07-003,Sistemas,26,2,0,3.49,10.6,90.2,3.45
7,M07-004,Industrial,28,2,0,4.45,26.4,74.5,4.49
7,M07-005,Electrica,21,2,0,4.66,9.8,100.0,4.55
7,M07-006,Sistemas,33,3,1,3.09,4.5,88.7,2.72
7,M07-007,Electrica,25,2,0,3.67,12.2,100.0,4.15
7,M07-008,Civil,26,3,1,3.66,9.8,80.4,3.02
7,M07-009,Industrial,21,1,0,3.91,10.1,84.1,3.77
7,M07-010,Sistemas,26,2,0,4.33,20.8,100.0,4.84
7,M07-011,Civil,25,3,0,4.5,11.3,76.0,3.56
7,M07-012,Industrial,24,3,0,2.93,11.6,79.8,2.8
7,M07-013,Sistemas,35,3,0,2.54,8.9,81.8,3.49
7,M07-014,Electrica,33,4,1,4.3,1.0,100.0,3.06
7,M07-015,Civil,23,2,1,3.09,5.5,74.1,2.55
7,M07-016,Industrial,34,6,1,3.65,9.6,77.8,3.62
7,M07-017,Sistemas,24,2,1,3.41,12.9,88.5,3.22
7,M07-018,Sistemas,21,5,0,4.01,10.0,89.6,3.59
7,M07-019,Electrica,24,6,0,3.91,5.8,85.8,4.07
7,M07-020,Sistemas,31,3,1,2.84,21.6,91.2,3.93
7,M07-021,Civil,30,4,0,3.81,9.6,88.7,3.73
7,M07-022,Sistemas,22,3,1,3.85,6.9,86.7,3.16
7,M07-023,Sistemas,26,3,1,4.13,11.2,75.0,3.63
7,M07-024,Sistemas,30,1,0,4.46,10.8,81.3,4.25
7,M07-025,Electrica,21,4,1,3.97,3.1,82.7,3.41
7,M07-026,Industrial,27,3,0,3.63,5.0,82.9,3.69
7,M07-027,Civil,27,2,0,2.08,25.9,84.1,4.33
7,M07-028,Electrica,28,2,0,3.87,10.9,100.0,3.95
7,M07-029,Electrica,30,3,0,3.48,14.5,100.0,3.5
7,M07-030,Sistemas,26,4,0,3.98,18.4,87.0,4.84
7,M07-031,Sistemas,24,2,1,3.36,13.6,86.6,2.98
7,M07-032,Industrial,33,3,0,3.61,6.2,77.9,3.51
7,M07-033,Sistemas,21,3,0,4.15,7.2,95.2,3.45
7,M07-034,Sistemas,28,1,0,3.18,6.4,85.0,3.61
7,M07-035,Electrica,31,3,1,5.0,1.0,78.2,3.39
7,M07-036,Industrial,32,4,1,3.96,7.1,96.0,3.72
7,M07-037,Civil,28,2,0,3.44,3.0,87.3,3.69
7,M07-038,Industrial,36,1,0,2.78,6.1,89.1,3.15
7,M07-039,Industrial,21,2,0,3.39,2.3,81.1,3.24
7,M07-040,Industrial,34,2,0,3.32,8.6,96.0,3.42
7,M07-041,Electrica,26,1,1,3.41,5.8,85.2,2.75
7,M07-042,Sistemas,34,1,1,4.16,10.7,90.9,4.04
7,M07-043,Sistemas,24,2,0,3.6,7.0,93.8,4.06
7,M07-044,Civil,22,5,0,4.06,4.8,78.3,3.36
7,M07-045,Sistemas,26,5,0,3.88,7.9,95.8,4.04
7,M07-046,Industrial,32,5,0,4.48,23.6,74.4,4.69
7,M07-047,Industrial,22,2,0,3.85,6.3,84.2,2.77
7,M07-048,Civil,26,3,0,2.93,8.7,91.3,3.47
7,M07-049,Industrial,25,3,0,2.81,5.6,77.0,2.84
7,M07-050,Sistemas,35,4,1,4.12,3.3,85.7,3.74
7,M07-051,Civil,21,2,0,4.43,11.0,96.3,4.09
7,M07-052,Sistemas,24,5,0,2.88,10.1,90.1,3.24
7,M07-053,Electrica,24,3,1,4.54,3.7,85.4,3.54
7,M07-054,Electrica,31,4,1,3.37,4.2,71.4,2.98
7,M07-055,Sistemas,28,4,1,3.36,15.3,91.1,3.71
7,M07-056,Civil,29,2,1,2.99,10.2,89.4,2.63
7,M07-057,Sistemas,27,5,1,3.31,6.2,77.5,2.56
7,M07-058,Civil,28,3,0,3.06,22.8,74.2,3.75
7,M07-059,Electrica,31,3,0,4.14,8.3,75.1,3.99
7,M07-060,Industrial,23,6,0,2.77,9.7,88.2,3.43
7,M07-061,Industrial,27,2,1,3.19,4.0,97.2,3.09
7,M07-062,Industrial,31,3,0,3.52,7.2,78.3,3.25
7,M07-063,Sistemas,23,3,1,4.17,4.6,85.0,4.17
7,M07-064,Industrial,21,4,0,3.71,2.4,91.6,3.68
7,M07-065,Sistemas,32,1,0,3.1,9.9,80.5,3.22
7,M07-066,Sistemas,21,3,0,3.62,11.7,84.2,3.76
7,M07-067,Sistemas,30,3,0,3.58,15.6,71.4,3.64
7,M07-068,Sistemas,27,5,1,3.49,0.5,74.3,1.97
7,M07-069,Electrica,21,5,1,4.95,4.7,58.9,3.39
7,M07-070,Industrial,31,2,1,3.74,8.5,91.3,3.26
7,M07-071,Sistemas,33,2,0,4.01,20.9,69.5,3.8
7,M07-072,Industrial,30,3,1,3.72,2.8,65.3,2.67
7,M07-073,Sistemas,23,1,0,4.16,12.6,84.5,4.67
7,M07-074,Industrial,21,3,1,3.2,6.3,73.1,2.8
7,M07-075,Civil,21,4,0,3.58,5.8,83.3,3.37
7,M07-076,Sistemas,26,5,0,3.79,9.7,78.0,3.1
7,M07-077,Sistemas,29,2,0,3.41,5.6,98.8,3.15
7,M07-078,Civil,30,2,1,3.58,9.5,98.3,3.61
7,M07-079,Civil,24,5,1,3.39,3.9,84.0,2.45
7,M07-080,Electrica,34,6,0,3.41,9.2,100.0,3.53
7,M07-081,Electrica,22,4,1,3.99,6.4,82.2,4.0
7,M07-082,Electrica,34,2,1,4.01,10.6,76.9,3.77
7,M07-083,Electrica,21,2,0,3.12,7.5,70.9,3.19
7,M07-084,Electrica,32,3,0,3.61,14.2,74.1,3.69
7,M07-085,Sistemas,24,2,1,3.09,12.1,80.1,2.75
7,M07-086,Industrial,28,4,0,3.21,14.3,88.5,3.54
7,M07-087,Sistemas,30,2,1,3.73,8.6,96.6,3.53
7,M07-088,Industrial,30,4,1,4.4,9.7,91.0,3.99
7,M07-089,Sistemas,22,2,0,3.59,6.6,69.6,3.45
7,M07-090,Industrial,23,2,0,4.15,14.3,91.3,4.08
7,M07-091,Electrica,30,1,1,3.75,6.1,80.8,2.7
7,M07-092,Electrica,22,1,0,4.06,8.8,99.1,3.65
7,M07-093,Electrica,25,3,0,3.02,18.5,75.3,3.61
7,M07-094,Sistemas,35,2,1,3.57,12.2,81.3,2.77
7,M07-095,Electrica,28,2,1,3.77,12.7,93.7,4.11
7,M07-096,Sistemas,30,3,0,3.28,5.7,67.2,3.04
7,M07-097,Sistemas,30,6,0,3.07,7.4,77.1,3.51
7,M07-098,Industrial,28,3,1,4.06,4.5,82.6,3.2
7,M07-099,Sistemas,25,2,0,3.58,18.6,100.0,3.93
7,M07-100,Sistemas,28,2,0,3.99,1.5,68.1,2.98
7,M07-101,Sistemas,29,2,1,3.16,6.4,91.9,2.51
7,M07-102,Electrica,24,3,0,3.16,6.0,77.9,3.44
7,M07-103,Industrial,26,3,0,3.95,9.9,90.3,3.63
7,M07-104,Industrial,27,5,0,3.86,28.2,97.5,4.39
7,M07-105,Industrial,28,5,0,3.03,5.7,83.7,2.27
7,M07-106,Electrica,21,3,1,4.73,6.4,78.0,4.33
7,M07-107,Industrial,27,3,1,2.65,11.3,78.4,2.75
7,M07-108,Sistemas,28,3,0,4.3,6.0,91.0,4.01
7,M07-109,Industrial,29,3,1,4.61,11.6,70.0,3.62
7,M07-110,Sistemas,25,2,1,4.16,0.9,84.1,3.18
7,M07-111,Sistemas,28,2,0,4.87,10.0,78.7,4.12
7,M07-112,Sistemas,30,6,0,4.05,8.3,93.6,3.9
7,M07-113,Electrica,33,3,0,4.08,4.0,89.9,3.61
7,M07-114,Civil,32,1,0,3.5,4.8,77.7,3.06
7,M07-115,Sistemas,27,4,1,4.23,10.2,75.8,3.78
7,M07-116,Civil,23,5,0,3.82,20.0,90.1,4.23
7,M07-117,Electrica,33,2,0,3.74,10.4,79.4,3.11
7,M07-118,Electrica,25,3,0,3.28,7.2,84.7,2.34
7,M07-119,Industrial,25,3,0,4.54,11.7,100.0,4.6
7,M07-120,Electrica,30,4,0,4.55,5.4,89.8,4.39
7,M07-121,Industrial,27,3,0,3.53,17.5,82.6,4.13
7,M07-122,Sistemas,27,6,0,3.34,13.6,95.6,4.07
7,M07-123,Industrial,30,2,0,3.68,16.3,80.4,3.64
7,M07-124,Electrica,31,4,0,3.42,9.4,79.2,3.42
7,M07-125,Sistemas,23,4,0,3.95,6.4,90.1,3.58
7,M07-126,Sistemas,28,2,0,3.87,12.8,91.9,4.35
7,M07-127,Civil,23,1,0,2.93,4.3,83.9,3.32
7,M07-128,Sistemas,26,5,1,3.35,3.9,88.0,3.05
7,M07-129,Sistemas,35,3,1,3.16,12.2,82.1,3.24
7,M07-130,Sistemas,28,4,0,3.36,7.1,94.3,2.86
7,M07-131,Industrial,28,5,0,4.02,9.8,77.5,3.33
7,M07-132,Electrica,21,2,1,3.37,3.8,75.7,2.73
7,M07-133,Sistemas,33,5,1,3.28,9.2,86.5,3.24
7,M07-134,Electrica,22,5,1,3.77,6.6,92.5,3.44
7,M07-135,Sistemas,37,3,0,3.2,7.5,86.4,3.6
7,M07-136,Industrial,27,3,0,3.91,17.2,65.3,3.86
7,M07-137,Industrial,29,2,1,3.68,2.7,76.1,3.13
7,M07-138,Sistemas,31,4,0,3.35,16.7,78.7,4.11
7,M07-139,Industrial,27,2,0,3.41,5.7,88.3,3.47
7,M07-140,Civil,24,3,0,4.33,2.5,90.7,3.88
7,M07-141,Industrial,29,3,0,3.83,4.9,99.2,3.74
7,M07-142,Civil,26,3,1,2.73,1.9,70.3,2.21
7,M07-143,Sistemas,23,1,1,3.22,11.3,97.1,2.87
7,M07-144,Civil,27,3,1,2.99,4.2,73.4,2.47
7,M07-145,Sistemas,31,3,0,3.75,5.2,88.7,3.46
7,M07-146,Industrial,29,1,1,3.31,4.4,67.8,2.57
7,M07-147,Industrial,32,2,1,3.66,8.5,85.8,3.1
7,M07-148,Sistemas,29,4,0,3.75,8.0,86.2,3.36
7,M07-149,Industrial,29,5,1,4.42,3.0,79.3,3.66
7,M07-150,Sistemas,24,1,0,3.37,5.7,93.5,3.42
7,M07-151,Electrica,30,5,0,3.63,9.9,83.8,3.27
7,M07-152,Sistemas,32,5,1,3.65,20.8,65.2,3.76
7,M07-153,Sistemas,31,3,1,3.12,7.7,84.7,2.3
7,M07-154,Industrial,24,5,0,3.99,13.8,89.3,3.83
7,M07-155,Industrial,28,3,1,3.52,13.5,66.9,3.63
7,M07-156,Sistemas,26,3,1,3.8,3.9,69.9,2.76
7,M07-157,Sistemas,29,2,0,3.41,4.9,88.7,2.71
7,M07-158,Industrial,30,3,1,3.94,5.0,90.4,3.46
7,M07-159,Sistemas,27,2,1,3.77,1.9,78.3,2.93
7,M07-160,Industrial,33,3,0,3.16,5.7,91.2,3.31
7,M07-161,Sistemas,25,2,1,3.64,2.5,68.8,1.84
7,M07-162,Civil,27,2,0,3.65,3.1,82.4,3.04
7,M07-163,Electrica,27,3,0,3.91,8.8,85.8,3.37
7,M07-164,Civil,32,4,0,3.52,12.5,76.5,3.73
7,M07-165,Sistemas,34,4,0,2.72,5.0,67.8,2.72
7,M07-166,Sistemas,29,4,0,3.11,29.0,82.3,4.1
7,M07-167,Industrial,26,3,0,2.84,15.3,97.3,3.4
7,M07-168,Electrica,21,2,1,3.64,3.2,67.6,3.09
7,M07-169,Civil,33,3,1,2.99,10.5,76.9,3.26
7,M07-170,Sistemas,21,3,1,4.29,3.7,68.2,3.33
7,M07-171,Civil,28,5,1,3.47,12.1,83.9,3.44
7,M07-172,Industrial,28,5,0,2.97,22.2,94.1,3.17
7,M07-173,Industrial,31,2,1,3.13,6.0,82.6,2.65
7,M07-174,Electrica,24,3,0,3.35,18.7,83.1,3.91
7,M07-175,Civil,22,3,1,4.04,3.9,71.1,3.44
7,M07-176,Sistemas,26,5,1,3.14,6.4,70.5,2.93
7,M07-177,Electrica,33,4,1,3.13,3.3,97.8,2.8
7,M07-178,Electrica,26,4,0,4.57,22.3,100.0,5.0
7,M07-179,Sistemas,33,2,1,3.52,10.1,56.3,3.15
7,M07-180,Sistemas,33,2,1,3.46,4.7,92.7,2.92
7,M07-181,Electrica,23,3,0,3.31,3.5,92.1,3.57
7,M07-182,Civil,23,5,0,3.81,22.7,69.7,4.58
7,M07-183,Industrial,26,5,0,3.92,13.5,85.0,3.58
7,M07-184,Industrial,29,3,0,3.66,8.3,70.0,3.39
7,M07-185,Sistemas,29,2,1,3.85,12.5,85.3,2.84
7,M07-186,Electrica,29,2,0,2.56,5.2,89.1,3.04
7,M07-187,Electrica,25,2,1,4.16,15.0,69.5,3.35
7,M07-188,Industrial,28,3,0,4.21,19.1,100.0,4.43
7,M07-189,Electrica,21,3,0,3.16,15.4,88.6,3.41
7,M07-190,Sistemas,34,3,0,3.42,9.3,76.5,4.27
7,M07-191,Electrica,27,3,0,3.58,8.2,91.5,3.18
7,M07-192,Electrica,26,2,0,2.9,9.4,94.3,3.38
7,M07-193,Sistemas,26,4,0,3.78,11.2,82.4,3.68
7,M07-194,Civil,23,1,0,3.85,25.5,100.0,4.96
