id_solicitud,fecha_solicitud,programa,modalidad,edad,estado_civil,promedio_pregrado,experiencia_anios,puntaje_examen,ingresos_hogar,nota_entrevista,admitido,admitido_texto
S00279,28/11/2025,Industrial,Presencial,23,Soltero,"3,57",0.1,325,3500000.0,,1,Admitido
S00081,21/11/2025,Sistemas,Presencial,31,Casado,"3,37",1.6,332,2560000.0,3.8,1,Admitido
S00027,03/09/2025,Industrial,Virtual,28,Soltero,"3,63",0.5,318,3090000.0,,1,Admitido
S00217,28/10/2025,Electrica,Presencial,23,Soltero,"5,00",3.2,305,2770000.0,,1,Admitido
S00411,17/11/2025,Industrial,Virtual,24,Union libre,"4,13",0.3,346,2640000.0,,1,Admitido
S00512,16/11/2025,Industrial,Presencial,26,Soltero,"2,95",5.5,223,2070000.0,,0,No admitido
S00148,19/10/2025,Sistemas,Presencial,30,Casado,"3,26",1.1,379,1830000.0,,1,Admitido
S00015,26/10/2025,Industrial,Presencial,35, SOLTERO,"4,12",4.3,289,1850000.0,4.2,1,Admitido
S00175,28/11/2025,Sistemas,Presencial,21,Soltero,"3,28",8.6,240,1960000.0,4.3,1,Admitido
S00087,10/12/2025,Industrial,Virtual,32,Soltero,"3,55",3.4,317,2140000.0,,1,Admitido
S00166,16/12/2025,Industrial,Virtual,30,Casado,"4,01",5.6,271,2940000.0,,1,Admitido
S00540,13/09/2025,Industrial,Presencial,30,Soltero,"3,92",2.8,358,3480000.0,,1,Admitido
S00060,28/12/2025,Industrial,Presencial,33,Casado,"4,13",4.4,301,3380000.0,,1,Admitido
S00534,21/12/2025,Industrial,Presencial,27,Soltero,"4,29",,292,2560000.0,,1,Admitido
S00165,23/11/2025,Industrial,Presencial,32,Soltero,"4,02",0.4,288,4390000.0,3.4,0,No admitido
S00361,20/09/2025,Sistemas,Presencial,32,Soltero,"4,01",3.3,306,2800000.0,,1,Admitido
S00042,16/12/2025,Electrica,Virtual,26,soltero,"3,22",0.6,278,-999.0,3.2,0,No admitido
S00347,09/10/2025,Electrica,Presencial,25,Soltero,"4,04",,288,6630000.0,,1,Admitido
S00080,25/10/2025,Sistemas,Virtual,33,Soltero,"3,65",2.8,233,3530000.0,,1,Admitido
S00368,22/12/2025,Electrica,Presencial,34,Soltero,"3,67",3.1,344,1370000.0,,1,Admitido
S00029,02/11/2025,Industrial,Presencial,33,Casado,"3,12",6.2,368,1000000.0,,1,Admitido
S00481,18/10/2025,Sistemas,Virtual,22, SOLTERO,"3,80",1.9,-,7370000.0,,0,No admitido
S00407,23/10/2025,Industrial,Presencial,38,Union libre,"4,19",,,1510000.0,,1,Admitido
S00542,04/10/2025,Industrial,Virtual,24,Casado,"3,46",3.7,332,-999.0,4.3,1,Admitido
S00352,20/11/2025,Sistemas,Presencial,29,Soltero,"3,70",6.4,255,1300000.0,,0,No admitido
S00085,20/12/2025,Electrica,Presencial,35,Soltero,"3,95",3.1,330,6050000.0,,1,Admitido
S00063,09/12/2025,Industrial,Presencial,33,Casado,"3,98",4.3,333,-999.0,,1,Admitido
S00600,02/12/2025,Sistemas,Presencial,25,Union libre,"3,90",3.6,269,1700000.0,,1,Admitido
S00137,12/12/2025,Electrica,Presencial,44,Casado,"3,18",7.1,354,1350000.0,,0,No admitido
S00112,07/11/2025,Electrica,Presencial,28,Soltero,"4,49",8.0,298,3200000.0,3.9,1,Admitido
S00195,09/09/2025,Sistemas,Presencial,29,union libre,"3,58",,223,2710000.0,,0,No admitido
S00480,02/11/2025,Sistemas,Virtual,23,Casado,"3,24",2.4,335,4670000.0,,0,No admitido
S00044,18/12/2025,Electrica,Virtual,21,Casado,"3,24",0.7,393,2460000.0,,0,No admitido
S00396,27/09/2025,Sistemas,Virtual,32,Soltero,"4,68",,313,2460000.0,,1,Admitido
S00130,24/12/2025,Sistemas,Presencial,32,CASADO ,"3,14",3.7,232,1600000.0,,0,No admitido
S00317,09/09/2025,Electrica,Virtual,34,union libre,"3,49",,260,1190000.0,,0,No admitido
S00219,29/12/2025,Sistemas,Presencial,23,Soltero,"4,61",0.0,407,1790000.0,,1,Admitido
S00097,03/10/2025,Sistemas,Virtual,28,soltero,"3,55",3.5,349,2540000.0,,0,No admitido
S00125,12/09/2025,Industrial,Presencial,38,Soltero,"3,89",4.5,378,1870000.0,3.7,1,Admitido
S00583,05/12/2025,Sistemas,Presencial,23,Soltero,"4,81",3.2,334,1470000.0,,1,Admitido
S00227,03/10/2025,Industrial,Presencial,29,Casado,"2,92",5.7,358,1470000.0,4.0,0,No admitido
S00178,14/10/2025,Electrica,Presencial,26,Soltero,"4,02",2.3,329,2880000.0,,1,Admitido
S00493,28/09/2025,Electrica,Virtual,31,Union libre,"3,97",3.3,361,3200000.0,2.8,1,Admitido
S00595,20/12/2025,Sistemas,Presencial,31,Union libre,"3,91",1.6,301,1660000.0,4.6,1,Admitido
S00582,27/11/2025,Electrica,Presencial,40,Soltero,"3,57",3.3,365,2130000.0,,1,Admitido
S00104,08/09/2025,Industrial,Virtual,32,union libre,"3,99",10.9,347,1770000.0,4.3,1,Admitido
S00082,18/12/2025,Electrica,Presencial,28,Soltero,"4,70",5.4,342,1000000.0,4.3,1,Admitido
S00360,18/11/2025,Industrial,Presencial,31,Soltero,"4,28",3.7,242,1230000.0,,1,Admitido
S00507,07/10/2025,Sistemas,Presencial,22,Casado,"3,31",1.8,343,4890000.0,3.7,1,Admitido
S00265,13/12/2025,Sistemas,Presencial,24,Union libre,"3,79",4.0,362,6610000.0,3.9,1,Admitido
S00324,31/10/2025,Electrica,Presencial,30,Union libre,"3,77",4.8,296,2270000.0,4.3,1,Admitido
S00228,11/12/2025,Industrial,Presencial,29,Soltero,"3,14",2.0,361,1730000.0,3.8,1,Admitido
S00302,02/12/2025,Sistemas,Presencial,22,Casado,"3,41",10.4,,4100000.0,,0,No admitido
S00276,16/12/2025,Industrial,Presencial,23,Soltero,"4,47",3.9,321,2120000.0,4.1,1,Admitido
S00586,20/12/2025,Electrica,Virtual,23,Soltero,"4,19",3.6,,4330000.0,3.8,1,Admitido
S00264,02/11/2025,Sistemas,Presencial,25,Soltero,"3,25",3.5,289,1850000.0,4.3,1,Admitido
S00548,10/11/2025,Sistemas,Presencial,23,Soltero,"3,97",9.6,-,2580000.0,,1,Admitido
S00491,14/12/2025,Sistemas,Presencial,27,Unión libre,"3,32",2.0,364,1980000.0,,0,No admitido
S00254,02/09/2025,Sistemas,Presencial,30,Soltero,"4,15",3.9,-,1470000.0,4.2,0,No admitido
S00172,26/12/2025,Industrial,Virtual,26, SOLTERO,"3,32",2.8,335,3370000.0,,0,No admitido
S00238,08/09/2025,Sistemas,Virtual,36,Casado,"3,71",2.1,383,4500000.0,,1,Admitido
S00412,03/12/2025,Industrial,Presencial,25,Union libre,"3,86",2.1,315,1000000.0,4.3,0,No admitido
S00140,03/11/2025,Electrica,Presencial,24,Union libre,"4,11",4.4,341,2040000.0,4.0,1,Admitido
S00304,01/11/2025,Industrial,Virtual,41,Union libre,"3,63",8.8,371,1950000.0,,1,Admitido
S00268,03/09/2025,Sistemas,Presencial,44,Casado,"4,04",4.3,324,1240000.0,3.6,1,Admitido
S00556,08/10/2025,Sistemas,Presencial,28,Casado,"3,57",1.2,400,1500000.0,,1,Admitido
S00479,18/11/2025,Sistemas,Presencial,33,Union libre,"4,10",1.7,371,1920000.0,4.4,1,Admitido
S00213,08/12/2025,Sistemas,Virtual,24,Casado,"3,36",1.1,314,2080000.0,,1,Admitido
S00199,04/11/2025,Electrica,Virtual,35,Soltero,"3,72",5.6,248,3060000.0,,0,No admitido
S00539,27/09/2025,Industrial,Virtual,22,Casado,"4,45",5.3,404,1810000.0,3.0,1,Admitido
S00016,30/10/2025,Industrial,Virtual,36,Soltero,"4,23",5.2,336,1940000.0,4.8,1,Admitido
S00164,19/11/2025,Sistemas,Presencial,36,Soltero,"4,22",2.1,365,1550000.0,,1,Admitido
S00458,23/10/2025,Sistemas,Presencial,28,Casado,"3,97",5.1,339,1030000.0,,1,Admitido
S00514,06/10/2025,Industrial,Presencial,26,Soltero,"3,25",,228,2660000.0,,0,No admitido
S00430,30/10/2025,Industrial,Presencial,34,Soltero,"4,12",5.8,316,3290000.0,,1,Admitido
S00038,14/09/2025,Sistemas,Presencial,39,Soltero,"3,75",3.0,387,1010000.0,,1,Admitido
S00528,25/09/2025,Electrica,Presencial,26,Soltero,"4,37",6.5,414,1000000.0,5.0,1,Admitido
S00207,23/09/2025,Electrica,Virtual,26,soltero,"4,95",5.7,,2500000.0,4.3,1,Admitido
S00296,19/10/2025,Electrica,Virtual,33,Soltero,"3,05",0.6,332,-999.0,3.9,0,No admitido
S90006,06/12/2025,Sistemas,Presencial,27,Soltero,"4,23",4.8,268,2210000.0,,0,No admitido
S00074,18/09/2025,Industrial,Virtual,21,Casado,"2,82",,335,1340000.0,,1,Admitido
S00409,08/12/2025,Sistemas,Presencial,31,Soltero,"4,01",3.3,374,1590000.0,,0,No admitido
S00105,30/10/2025,Electrica,Presencial,35,Soltero,"3,60",2.0,278,1550000.0,,0,No admitido
S00465,14/10/2025,Electrica,Presencial,25,Soltero,"3,41",5.8,326,3180000.0,,1,Admitido
S00017,29/10/2025,Electrica,Presencial,24,union libre,"3,64",6.4,356,-999.0,5.0,0,No admitido
S00092,22/10/2025,Electrica,Presencial,26,Soltero,"4,17",3.9,322,1000000.0,4.6,1,Admitido
S00089,06/11/2025,Sistemas,Presencial,21,Soltero,"3,65",4.9,308,2120000.0,,1,Admitido
S00434,24/11/2025,Industrial,Presencial,27,Union libre,"3,55",1.7,209,2910000.0,,0,No admitido
S00206,24/11/2025,Sistemas,Virtual,32,Soltero,"2,93",4.4,375,3540000.0,4.5,0,No admitido
S00103,24/10/2025,Sistemas,Presencial,26,Soltero,"4,38",1.8,365,1000000.0,,1,Admitido
S00239,21/12/2025,Industrial,Presencial,27,Casado,"4,23",2.2,231,4360000.0,3.9,0,No admitido
S00387,04/09/2025,Electrica,Presencial,33,Casado,"3,99",5.9,316,-999.0,,1,Admitido
S00247,26/11/2025,Sistemas,Presencial,31,union libre,"3,47",5.4,192,2440000.0,,0,No admitido
S00158,12/12/2025,Sistemas,Presencial,36,Soltero,"4,08",2.3,331,2770000.0,4.2,1,Admitido
S00327,16/11/2025,Sistemas,Virtual,25,Casado,"4,06",,347,2170000.0,,1,Admitido
S00134,09/09/2025,Sistemas,Presencial,39,Casado,"4,20",9.0,308,1240000.0,3.6,1,Admitido
S00419,11/11/2025,Industrial,Presencial,28,Union libre,"3,88",3.7,293,2360000.0,,1,Admitido
S00438,20/11/2025,Industrial,Presencial,29,Soltero,"3,72",4.6,305,-999.0,2.2,0,No admitido
S00019,25/09/2025,Industrial,Virtual,33,Soltero,"4,34",2.5,301,2900000.0,,1,Admitido
S00535,14/11/2025,Industrial,Virtual,37,Soltero ,"3,91",,256,2760000.0,,0,No admitido
S00150,19/10/2025,Electrica,Presencial,32,Casado,"4,61",5.6,258,4020000.0,4.4,1,Admitido
S00462,20/12/2025,Industrial,Presencial,38,Soltero,"4,33",1.9,352,-999.0,,1,Admitido
S00275,24/09/2025,Sistemas,Presencial,36,Soltero,"3,70",2.2,335,2720000.0,,0,No admitido
S00485,07/09/2025,Sistemas,Presencial,22,Soltero,"4,22",1.1,290,1600000.0,,1,Admitido
S00549,11/09/2025,Industrial,Presencial,27,Union libre,"2,92",2.4,326,3610000.0,3.1,0,No admitido
S00312,08/10/2025,Sistemas,Virtual,41,Soltero,"4,28",7.2,,-999.0,3.6,1,Admitido
S00424,12/10/2025,Industrial,Presencial,29,Casado,"3,66",3.1,243,2270000.0,,1,Admitido
S00133,28/11/2025,Sistemas,Virtual,31,Soltero,"3,93",0.0,398,48720000.0,,1,Admitido
S00269,15/10/2025,Sistemas,Presencial,21,Soltero,"3,25",0.8,399,1390000.0,3.3,1,Admitido
S00035,16/11/2025,Industrial,Virtual,28,Soltero,"3,77",2.4,259,8920000.0,,0,No admitido
S00182,11/09/2025,Electrica,Presencial,32,Soltero,"4,23",2.7,244,-999.0,3.4,0,No admitido
S00185,09/12/2025,Electrica,Virtual,32,Casado,"4,57",6.3,293,2790000.0,3.1,0,No admitido
S00208,11/12/2025,Electrica,Presencial,24,Casado,"3,38",6.5,264,2610000.0,,1,Admitido
S00579,01/09/2025,Industrial,Presencial,34,Casado,"3,27",1.1,307,3150000.0,3.8,0,No admitido
S00095,20/11/2025,Sistemas,Presencial,26,Union libre,"3,81",4.2,352,-999.0,,1,Admitido
S00532,19/10/2025,Sistemas,Presencial,33,Casado,"4,28",6.0,317,1070000.0,,1,Admitido
S00564,19/10/2025,Sistemas,Presencial,21,Soltero,"4,79",6.2,328,2070000.0,,1,Admitido
S00354,14/10/2025,Industrial,Presencial,25,Soltero,"4,09",3.2,329,1710000.0,3.6,1,Admitido
S00123,20/11/2025,Electrica,Virtual,36,Soltero,"3,81",7.4,363,1610000.0,3.4,1,Admitido
S00370,09/12/2025,Sistemas,Virtual,35,Soltero,"3,66",1.0,330,3300000.0,,1,Admitido
S00494,23/09/2025,Industrial,Virtual,35,Soltero,"3,91",3.8,370,4230000.0,,1,Admitido
S00365,02/09/2025,Industrial,Presencial,26,CASADO ,"3,92",6.7,292,2500000.0,,1,Admitido
S00079,05/10/2025,Industrial,Virtual,26,Casado,"4,35",,303,3910000.0,,1,Admitido
S00351,01/10/2025,Sistemas,Presencial,23,Soltero,"4,16",5.1,305,2400000.0,,1,Admitido
S00062,03/11/2025,Industrial,Presencial,28,soltero,"3,79",4.2,-,2610000.0,,0,No admitido
S00252,25/11/2025,Industrial,Presencial,28,Soltero,"4,05",7.4,449,5740000.0,,1,Admitido
S00126,31/10/2025,Sistemas,Presencial,33,Casado,"3,92",4.1,325,1490000.0,3.3,1,Admitido
S00588,28/09/2025,Electrica,Presencial,23,Soltero,"4,05",4.5,218,2740000.0,4.5,0,No admitido
S00460,14/12/2025,Sistemas,Virtual,27,soltero,"3,50",3.7,-,-999.0,,0,No admitido
S00338,26/12/2025,Sistemas,Presencial,21,Soltero,"4,17",3.1,325,-999.0,3.4,1,Admitido
S00348,04/10/2025,Electrica,Virtual,27,Soltero,"3,24",3.5,311,1000000.0,,0,No admitido
S00509,16/10/2025,Sistemas,Virtual,25,Union libre,"3,71",,305,1000000.0,,1,Admitido
S00563,28/10/2025,Industrial,Virtual,37,Soltero,"3,59",,-,1090000.0,,1,Admitido
S00408,16/11/2025,Electrica,Presencial,30,Soltero,"3,64",2.0,266,1160000.0,,1,Admitido
S00068,08/10/2025,Sistemas,Virtual,29,Soltero,"4,46",1.8,237,-999.0,3.1,1,Admitido
S00025,21/09/2025,Sistemas,Virtual,32,Soltero ,"3,28",7.3,317,2270000.0,,1,Admitido
S00501,09/10/2025,Sistemas,Virtual,23,Soltero,"4,49",2.9,298,7570000.0,3.9,1,Admitido
S00106,24/11/2025,Sistemas,Presencial,30,Unión libre,"3,62",1.6,259,1940000.0,,1,Admitido
S90003,11/11/2025,Sistemas,Presencial,26,Casado,"4,54",2.0,346,1000000.0,3.6,1,Admitido
S00127,19/11/2025,Sistemas,Virtual,26,Union libre,"3,63",4.0,262,2990000.0,,0,No admitido
S00554,11/09/2025,Sistemas,Virtual,30,Soltero,"2,85",6.3,293,3610000.0,,0,No admitido
S00335,26/11/2025,Electrica,Presencial,33,Union libre,"4,34",7.5,406,1130000.0,,1,Admitido
S00492,18/12/2025,Sistemas,Presencial,31,Casado,"3,46",3.8,356,1530000.0,,1,Admitido
S00179,09/12/2025,Industrial,Virtual,21,Soltero,"4,69",,315,1960000.0,4.3,1,Admitido
S00553,06/12/2025,Sistemas,Presencial,31,CASADO ,"3,89",7.4,289,2600000.0,,1,Admitido
S00571,25/10/2025,Electrica,Presencial,35,Union libre,"3,55",7.5,291,1640000.0,,1,Admitido
S00136,02/09/2025,Sistemas,Presencial,41,Soltero,"4,17",2.7,260,3710000.0,,1,Admitido
S00224,16/09/2025,Industrial,Presencial,37,Soltero,"3,84",2.8,365,1430000.0,,1,Admitido
S00440,28/09/2025,Sistemas,Presencial,210,Casado,"4,30",6.2,407,-999.0,,1,Admitido
S00574,17/09/2025,Electrica,Virtual,26,Casado,"4,32",1.8,232,5490000.0,4.6,1,Admitido
S00518,19/12/2025,Industrial,Presencial,37,soltero,"3,27",4.9,383,1490000.0,,1,Admitido
S00094,17/12/2025,Industrial,Presencial,30,Soltero,"3,99",4.0,299,2850000.0,,1,Admitido
S00502,17/09/2025,Electrica,Virtual,34,casado,"4,20",5.2,254,2610000.0,3.4,0,No admitido
S00070,10/10/2025,Sistemas,Presencial,34,soltero,"3,94",3.4,327,3560000.0,3.5,1,Admitido
S00037,09/12/2025,Sistemas,Presencial,31,soltero,"4,02",5.6,387,2140000.0,,1,Admitido
S00297,19/09/2025,Electrica,Virtual,30,Soltero,"3,32",4.5,330,1960000.0,3.1,0,No admitido
S00161,16/10/2025,Sistemas,Presencial,28,soltero,"3,33",3.8,292,3890000.0,,0,No admitido
S00363,25/12/2025,Sistemas,Presencial,27,Union libre,"4,44",4.0,340,2780000.0,,1,Admitido
S00012,15/09/2025,Sistemas,Virtual,24,Union libre,"3,49",0.5,267,1390000.0,,0,No admitido
S00145,16/10/2025,Sistemas,Virtual,34,Soltero,"4,50",5.1,292,3080000.0,,1,Admitido
S00406,16/11/2025,Electrica,Presencial,24,Soltero ,"3,29",3.4,317,1670000.0,,0,No admitido
S00519,11/09/2025,Sistemas,Virtual,31,Union libre,"3,43",,393,-999.0,4.2,0,No admitido
S00128,11/09/2025,Sistemas,Virtual,34,Unión libre,"3,84",4.1,281,1760000.0,4.4,0,No admitido
S00471,05/10/2025,Sistemas,Presencial,32,Soltero,"3,61",1.1,345,1350000.0,4.6,0,No admitido
S00303,29/11/2025,Industrial,Virtual,30,Soltero,"3,70",,258,2540000.0,,1,Admitido
S00010,27/10/2025,Industrial,Presencial,30,Soltero,"3,06",,331,2020000.0,4.6,0,No admitido
S00061,19/09/2025,Industrial,Presencial,37,Soltero,"3,21",1.5,236,53600000.0,,0,No admitido
S00177,20/11/2025,Industrial,Presencial,30,Soltero ,"3,93",8.0,324,-999.0,,1,Admitido
S00232,29/12/2025,Industrial,Presencial,21,Union libre,"3,80",8.8,284,2030000.0,,1,Admitido
S00211,18/11/2025,Sistemas,Virtual,22,soltero,"4,26",,343,5350000.0,,1,Admitido
S00129,24/09/2025,Sistemas,Presencial,28,Soltero,"4,53",8.6,241,1040000.0,,1,Admitido
S00144,11/10/2025,Electrica,Presencial,34,Casado,"3,94",6.2,316,1000000.0,4.6,1,Admitido
S00242,02/12/2025,Sistemas,Presencial,30,Soltero,"3,30",6.9,251,-999.0,,1,Admitido
S00008,23/09/2025,Electrica,Presencial,28, SOLTERO,"3,85",5.0,402,-999.0,,1,Admitido
S90002,01/12/2025,Sistemas,Virtual,28,Casado,"4,84",,307,1490000.0,,1,Admitido
S00299,20/12/2025,Industrial,Presencial,21,Soltero,"3,45",3.4,334,2360000.0,,1,Admitido
S00311,11/12/2025,Industrial,Virtual,27,Soltero,"3,81",4.7,208,2420000.0,2.9,0,No admitido
S00255,19/12/2025,Sistemas,Virtual,30,Soltero,"3,71",,321,3260000.0,,0,No admitido
S00429,23/10/2025,Industrial,Virtual,28,Union libre,"3,36",3.6,234,1670000.0,,0,No admitido
S00533,27/09/2025,Sistemas,Presencial,28,Soltero,"3,99",,300,1200000.0,,1,Admitido
S00576,28/09/2025,Sistemas,Presencial,31, SOLTERO,"4,34",2.3,323,3260000.0,4.1,0,No admitido
S00009,04/12/2025,Electrica,Virtual,27,Soltero,"3,82",4.4,282,1550000.0,,0,No admitido
S00157,28/11/2025,Sistemas,Presencial,21,Casado,"4,38",6.5,358,4400000.0,,1,Admitido
S00028,23/11/2025,Electrica,Presencial,35,casado,"3,70",8.5,344,1610000.0,,1,Admitido
S00437,29/11/2025,Industrial,Presencial,22,Soltero,"3,68",1.6,313,1050000.0,,1,Admitido
S00267,30/10/2025,Electrica,Presencial,29,Casado,"3,89",2.7,265,1200000.0,4.1,1,Admitido
S00315,04/11/2025,Sistemas,Presencial,25,Soltero,"3,84",5.5,262,2870000.0,4.1,1,Admitido
S00065,06/12/2025,Sistemas,Presencial,27,Soltero,"4,23",4.8,268,2210000.0,,0,No admitido
S00483,11/09/2025,Sistemas,Virtual,42,casado,"3,75",,343,3730000.0,,1,Admitido
S00256,05/11/2025,Industrial,Presencial,21,Union libre,"4,19",7.5,296,2930000.0,4.1,1,Admitido
S00473,13/12/2025,Electrica,Presencial,21,Soltero,"4,13",3.6,,4190000.0,,1,Admitido
S00154,11/11/2025,Industrial,Presencial,33,Soltero,"4,22",2.4,278,1110000.0,,1,Admitido
S00049,27/10/2025,Industrial,Presencial,28,Soltero,"4,12",6.8,271,2220000.0,3.2,0,No admitido
S00209,20/12/2025,Electrica,Presencial,28,Soltero,"4,25",4.0,332,2430000.0,,1,Admitido
S00469,20/10/2025,Sistemas,Presencial,24,Soltero,"3,68",3.1,388,3210000.0,,0,No admitido
S00288,02/12/2025,Industrial,Presencial,32,Casado,"3,56",,389,1230000.0,2.9,1,Admitido
S00002,09/11/2025,Electrica,Virtual,22,Casado,"2,93",,293,2230000.0,,1,Admitido
S00428,15/10/2025,Sistemas,Presencial,24,Soltero ,"3,89",6.9,363,1670000.0,,1,Admitido
S00342,15/09/2025,Sistemas,Presencial,26,Union libre,"3,48",4.6,300,2590000.0,3.1,1,Admitido
S00270,01/11/2025,Electrica,Presencial,29,Soltero,"3,51",2.0,380,2440000.0,3.6,1,Admitido
S00266,02/11/2025,Sistemas,Presencial,25,Soltero,"3,45",4.0,-,2160000.0,,1,Admitido
S00557,11/11/2025,Electrica,Presencial,32,Soltero,"4,22",4.9,278,1680000.0,,1,Admitido
S00521,18/10/2025,Sistemas,Virtual,29,Soltero ,"4,10",5.5,417,2440000.0,3.5,1,Admitido
S00497,02/09/2025,Electrica,Presencial,28,Casado,"3,50",,325,2180000.0,4.3,1,Admitido
S00369,20/11/2025,Electrica,Presencial,23,Soltero,"3,90",4.8,357,2410000.0,,1,Admitido
S00096,17/09/2025,Industrial,Presencial,31,Casado,"5,00",1.8,332,1200000.0,,1,Admitido
S00591,12/12/2025,Industrial,Presencial,33,casado,"4,43",3.6,298,1780000.0,3.9,1,Admitido
S00353,13/09/2025,Sistemas,Virtual,27,Soltero,"3,81",5.4,232,1990000.0,,0,No admitido
S00043,08/12/2025,Industrial,Presencial,26,Casado,"3,49",4.2,308,2160000.0,3.0,1,Admitido
S00362,07/10/2025,Industrial,Virtual,26,Union libre,"3,80",3.4,295,1570000.0,,1,Admitido
S00472,21/12/2025,Sistemas,Virtual,31,Casado,"3,78",9.2,393,1020000.0,4.2,1,Admitido
S00586,20/12/2025,Electrica,Virtual,23,Soltero,"4,19",3.6,,4330000.0,3.8,1,Admitido
S00117,05/11/2025,Electrica,Presencial,27,Unión libre,"4,52",6.0,295,1300000.0,,1,Admitido
S00425,08/11/2025,Sistemas,Virtual,27,Casado,"3,14",4.2,280,1000000.0,4.2,0,No admitido
S00046,08/12/2025,Industrial,Virtual,30,Casado,"4,40",,348,3870000.0,,1,Admitido
S00162,13/10/2025,Electrica,Presencial,32,Soltero ,"3,76",4.4,338,2750000.0,,1,Admitido
S00543,22/12/2025,Industrial,Virtual,21,Union libre,"3,73",,307,1840000.0,,1,Admitido
S00118,04/12/2025,Sistemas,Presencial,28,Soltero,"3,49",4.0,286,1900000.0,3.6,0,No admitido
S00289,27/11/2025,Industrial,Presencial,26,Soltero,"4,05",3.4,321,5950000.0,4.0,0,No admitido
S00078,17/09/2025,Electrica,Presencial,31,Soltero,"3,93",3.8,356,-999.0,,1,Admitido
S00547,14/11/2025,Sistemas,Virtual,30,Union libre,"4,00",3.3,297,1410000.0,,1,Admitido
S00390,22/11/2025,Industrial,Presencial,31,Soltero,"4,38",6.2,327,1060000.0,3.9,1,Admitido
S90004,18/12/2025,Sistemas,Virtual,30,Soltero,"3,46",,369,-999.0,5.0,1,Admitido
S00413,04/12/2025,Electrica,Presencial,30,Casado,"4,77",3.1,267,6650000.0,3.4,1,Admitido
S00064,08/10/2025,Sistemas,Presencial,21,Casado,"3,69",3.6,256,2490000.0,3.3,1,Admitido
S00339,27/09/2025,Industrial,Presencial,36,Soltero,"4,39",5.0,287,3410000.0,3.8,0,No admitido
S00316,26/11/2025,Electrica,Presencial,24,Casado,"3,78",7.4,325,2120000.0,,0,No admitido
S00300,02/11/2025,Sistemas,Presencial,40, SOLTERO,"4,07",5.3,243,69020000.0,3.3,1,Admitido
S00400,24/11/2025,Industrial,Presencial,41,Soltero,"4,16",4.0,315,7230000.0,,1,Admitido
S00231,29/09/2025,Sistemas,Virtual,25,Soltero,"3,78",6.8,175,5190000.0,,0,No admitido
S00298,08/09/2025,Electrica,Presencial,36,Casado,"4,41",2.9,259,1240000.0,,1,Admitido
S00187,29/10/2025,Sistemas,Virtual,33,Soltero,"3,36",,281,1000000.0,,1,Admitido
S00504,16/11/2025,Industrial,Virtual,43,Soltero,"4,18",4.4,309,3260000.0,,1,Admitido
S00200,11/12/2025,Industrial,Virtual,27,soltero,"4,02",,310,1420000.0,,1,Admitido
S00421,27/12/2025,Industrial,Virtual,29,casado,"3,00",4.6,292,1440000.0,,0,No admitido
S00366,17/10/2025,Industrial,Presencial,23, SOLTERO,"4,48",6.6,349,1280000.0,,1,Admitido
S00511,23/09/2025,Industrial,Presencial,24,Union libre,"3,89",8.3,210,3390000.0,,0,No admitido
S00397,17/09/2025,Industrial,Virtual,33,Union libre,"3,85",,309,2940000.0,,1,Admitido
S00122,08/11/2025,Industrial,Virtual,22,Soltero,"4,27",6.5,298,2670000.0,,1,Admitido
S00594,23/12/2025,Industrial,Presencial,34,Casado,"4,28",3.6,273,2470000.0,4.1,1,Admitido
S00248,30/11/2025,Industrial,Presencial,32,Soltero,"3,37",5.3,304,2590000.0,,1,Admitido
S00308,19/12/2025,Sistemas,Virtual,36,Soltero,"3,61",0.6,265,1910000.0,3.1,0,No admitido
S00590,14/11/2025,Industrial,Virtual,27,CASADO ,"4,01",5.2,293,1360000.0,,1,Admitido
S00477,24/11/2025,Industrial,Presencial,30,casado,"4,46",3.1,329,1000000.0,,1,Admitido
S00364,19/09/2025,Industrial,Presencial,31,Union libre,"3,34",2.9,290,2280000.0,,0,No admitido
S00159,30/09/2025,Sistemas,Presencial,27,Union libre,"3,44",2.7,320,4070000.0,,1,Admitido
S00086,24/12/2025,Industrial,Presencial,28,Casado,"4,03",2.8,364,2790000.0,,1,Admitido
S00470,28/11/2025,Industrial,Virtual,210,Soltero,"3,63",2.3,388,3290000.0,,1,Admitido
S00226,17/09/2025,Sistemas,Virtual,34,Soltero,"3,78",4.1,268,2470000.0,,1,Admitido
S00377,12/11/2025,Sistemas,Presencial,22,Soltero,"2,73",1.7,311,1510000.0,4.2,0,No admitido
S00263,24/12/2025,Sistemas,Virtual,32,Casado,"3,66",2.7,331,67440000.0,,0,No admitido
S00332,13/12/2025,Sistemas,Presencial,29,casado,"4,15",2.7,,1150000.0,,1,Admitido
S00234,07/11/2025,Electrica,Presencial,28,Soltero,"4,40",,230,1360000.0,3.7,1,Admitido
S00077,14/11/2025,Electrica,Presencial,25,Soltero,"3,44",6.9,255,2400000.0,,0,No admitido
S00476,16/10/2025,Industrial,Virtual,25,Soltero,"3,94",,325,1370000.0,,1,Admitido
S00546,17/12/2025,Sistemas,Presencial,27, SOLTERO,"4,12",0.0,214,-999.0,,0,No admitido
S00422,18/11/2025,Industrial,Presencial,37,Casado,"3,78",5.5,313,3840000.0,,1,Admitido
S00183,25/11/2025,Electrica,Presencial,28,Soltero,"3,76",3.1,289,4260000.0,,1,Admitido
